name,local_names,lat,lon,country
Dublin,"{'la': 'Eblana', 'ro': 'Dublin', 'sl': 'Dublin', 'eo': 'Dublino', 'ur': 'ڈبلن', 'cy': 'Dulyn', 'no': 'Dublin', 'sh': 'Dublin', 'kk': 'Дублин', 'bn': 'ডাবলিন', 'os': 'Дублин', 'mi': 'Tapurini', 'sv': 'Dublin', 'so': 'Dublin', 'yi': 'דובלין', 'cs': 'Dublin', 'ce': 'Дублин', 'pa': 'ਡਬਲਿਨ', 'ht': 'Diblin', 'fi': 'Dublin', 'ga': 'Baile Átha Cliath', 'ms': 'Dublin', 'mr': 'डब्लिन', 'af': 'Dublin', 'av': 'Дублин', 'an': 'Dublín', 'fo': 'Dublin', 'ay': 'Dublin', 'rw': 'Dublin', 'rm': 'Dublin', 'eu': 'Dublin', 'ee': 'Dublin', 'az': 'Dublin', 'nl': 'Dublin', 'mk': 'Даблин', 'om': 'Dubliin', 'gv': 'Divlyn', 'he': 'דבלין', 'nv': 'Tóhodiłhił', 'fy': 'Dublin', 'ca': 'Dublín', 'mn': 'Дублин', 'fr': 'Dublin', 'et': 'Dublin', 'li': 'Dublin', 'ja': 'ダブリン', 'sk': 'Dublin', 'se': 'Dublin', 'ug': 'دۇبلىن', 'pt': 'Dublin', 'tr': 'Dublin', 'lv': 'Dublina', 'wo': 'Dublin', 'mt': 'Dublin', 'yo': 'Dublin', 'en': 'Dublin', 'ky': 'Дублин', 'te': 'డబ్లిన్', 'hy': 'Դուբլին', 'lb': 'Dublin', 'be': 'Дублін', 'pl': 'Dublin', 'am': 'ደብሊን', 'de': 'Dublin', 'ku': 'Dublîn', 'ln': 'Dublin', 'ka': 'დუბლინი', 'sw': 'Dublin', 'ie': 'Dublin', 'sq': 'Dublini', 'gd': 'Baile Àtha Cliath', 'lt': 'Dublinas', 'jv': 'Dublin', 'cv': 'Дублин', 'ps': 'ډبلن', 'ia': 'Dublin', 'io': 'Dublin', 'my': 'ဒပ်ဗလင်မြို့', 'sn': 'Dublin', 'hu': 'Dublin', 'bg': 'Дъблин', 'uk': 'Дублін', 'ba': 'Дублин', 'tg': 'Дублин', 'gl': 'Dublín - Baile Átha Cliath', 'th': 'ดับลิน', 'sr': 'Даблин', 'ta': 'டப்லின்', 'it': 'Dublino', 'kw': 'Dulyn', 'bo': 'དུབ་ལིན།', 'or': 'ଡବଲିନ', 'qu': 'Baile Átha Cliath', 'nn': 'Dublin', 'tl': 'Dublin', 'cu': 'Доублинъ', 'bs': 'Dublin', 'es': 'Dublín', 'fa': 'دوبلین', 'vi': 'Dublin', 'hi': 'डबलिन', 'sd': 'ڊبلن', 'zh': '都柏林', 'hr': 'Dublin', 'sc': 'Dublinu', 'el': 'Δουβλίνο', 'ko': '더블린', 'da': 'Dublin', 'wa': 'Dublin', 'ru': 'Дублин', 'oc': 'Dublin', 'vo': 'Baile Átha Cliath', 'id': 'Dublin', 'uz': 'Dublin', 'br': 'Dulenn', 'na': 'Dublin', 'is': 'Dyflinn', 'ar': 'دبلن', 'tt': 'Дублин', 'ml': 'ഡബ്ലിൻ'}",53.3493795,-6.2605593,IE
