Main,Description,Icon,Temperature,Min Temperature,Max Temperature,Air Pressure,Humidity,Visibility,Wind Speed,Wind Degree
Clouds,broken clouds,04n,12.83,12.37,13.48,1022,86,10000,6.69,220
